,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,params,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,split5_test_roc_auc,split6_test_roc_auc,split7_test_roc_auc,split8_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_test_average_precision,split1_test_average_precision,split2_test_average_precision,split3_test_average_precision,split4_test_average_precision,split5_test_average_precision,split6_test_average_precision,split7_test_average_precision,split8_test_average_precision,mean_test_average_precision,std_test_average_precision,rank_test_average_precision
0,0.21068310737609863,0.02526408663960273,0.019053644604153104,0.005363621376809181,1e-05,{'C': 1e-05},0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,10,0.16135817307692307,0.17369451697127938,0.18525863493637415,0.1805350280815844,0.19058992118461907,0.18505151256644137,0.18791653009942094,0.16868564506359782,0.19141578519121236,0.18050063857460585,0.00984113256092518,10
1,0.38399823506673175,0.147249394739788,0.0186764399210612,0.005097715935368799,0.0001,{'C': 0.0001},0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,10,0.16135817307692307,0.17369451697127938,0.18525863493637415,0.1805350280815844,0.19058992118461907,0.18505151256644137,0.18791653009942094,0.16868564506359782,0.19141578519121236,0.18050063857460585,0.00984113256092518,10
2,2.267438941531711,0.2703564423706467,0.020343250698513456,0.005430934040029017,0.001,{'C': 0.001},0.6481966695141925,0.6448275121959386,0.628738105103926,0.6320801255735098,0.6435129669112292,0.663224417630501,0.6283697543012148,0.6381295789417459,0.6684835482124598,0.643951408709413,0.013504363060898758,9,0.2349410608195741,0.24365207289720062,0.24619048362723667,0.24553240069953175,0.26191293318601466,0.27338084380313565,0.24226524336087202,0.23607912927600797,0.28341402083488365,0.2519297987227175,0.016078689494103154,9
3,3.2099148167504206,0.27952225901293315,0.023596922556559246,0.008221144792029235,0.01,{'C': 0.01},0.7222883135863607,0.738496026150522,0.6984719867419319,0.7000450749631965,0.7258758063645393,0.7375696356360849,0.6995170812748929,0.7382337071155978,0.7204176608585808,0.7201016991879673,0.016001077526420607,8,0.3004141930736991,0.32084665524455097,0.29943904529134546,0.31205061995407346,0.3384417646481476,0.3453107617685839,0.2997388261862385,0.34115990374965693,0.33797934691431064,0.32170901298117843,0.01827635564964215,8
4,3.4613989459143744,0.18594605206304557,0.024265183342827693,0.01007016997396169,0.1,{'C': 0.1},0.7214207856635932,0.7435847288926047,0.6991061097811626,0.7000084199484933,0.7271957741802131,0.7398858361044819,0.7006802630632097,0.7411984032771625,0.7200962444609308,0.7214640628190946,0.017143330787021183,1,0.3009809054096553,0.32819896588694886,0.3008599172617899,0.3142273656290441,0.34335330296683564,0.35075248025201944,0.30280507237705945,0.34608809198829826,0.3395983890637143,0.32520716564837393,0.01953921027405636,7
5,3.516552448272705,0.15401449717349514,0.02340420087178548,0.0078788152337926,1.0,{'C': 1.0},0.7211740643401469,0.7438786824007493,0.69899315966197,0.6997930302095274,0.7270976016316979,0.7398551978522956,0.7006055647505312,0.741257884327706,0.7199299554201004,0.7213983489549695,0.017244103510178212,2,0.30085247400698584,0.3287609683242588,0.3008799701989203,0.3140770488740993,0.3436239963605269,0.3510399411337297,0.30288263715765495,0.3461706358932951,0.33959918370498265,0.3253207617393837,0.019643630868116473,6
6,8.853939135869345,0.5499101496256319,0.023509158028496638,0.008088199504760044,10.0,{'C': 10.0},0.721143224174716,0.7438994034216224,0.6989789856082087,0.6997713620387009,0.7270891894830022,0.739854455452895,0.7005947706488037,0.7412600644517333,0.7199199299554202,0.7213901539150114,0.017253638008704934,3,0.3008429643614467,0.3288116152312295,0.3008744518283064,0.31403954654715316,0.3436530545593924,0.35108935031056454,0.30293008970169427,0.3461551336834764,0.3396135546615009,0.3253344178760849,0.01965260831927099,3
7,80.0895489056905,4.7440055980581946,0.023432122336493597,0.008323923982563455,100.0,{'C': 100.0},0.7211412966643767,0.7439026392257417,0.698977176154537,0.6997685935330588,0.7270893743653913,0.7398537701611406,0.7005927369774638,0.741259555756127,0.7199156524238233,0.7213889772512956,0.017254929832916797,6,0.30083958006755857,0.328817500863655,0.30087275098117755,0.31403221944778426,0.34365516541252733,0.3510935949940784,0.30293116292166705,0.3461546067617116,0.33960992164310944,0.32533405589925213,0.019654241508453442,4
8,68.36088140805562,16.35909440151695,0.02328014373779297,0.008355916029768606,1000.0,{'C': 1000.0},0.7211403329092069,0.7439029360885048,0.6989769549990882,0.6997683351391988,0.7270896516889747,0.7398528278849783,0.7005927369774638,0.7412599736132321,0.7199153850780984,0.7213887927087496,0.0172549964490225,7,0.30083868856825974,0.32881923058929885,0.30087259772246394,0.3140318155040127,0.34365543461290055,0.35109177570569877,0.30293297150282283,0.34615509135985534,0.33960864923333556,0.325334028310961,0.019653934295474695,5
9,3.53463257683648,0.2287080805890471,0.023631281322903104,0.008829396323732176,10000.0,{'C': 10000.0},0.721141963879494,0.7439029064022284,0.6989770555242923,0.6997695532816813,0.7270903912185303,0.7398525423467474,0.7005922676686931,0.7412600826194335,0.7199153182416672,0.7213891201314186,0.017254876076253426,4,0.30084060220077613,0.32881665820455186,0.3008726547131341,0.314047304838485,0.3436554546982735,0.35109223091455305,0.30293263361117073,0.3461648917018969,0.3396147945522783,0.325337469492791,0.01965438248226365,1
10,3.42511158519321,0.16670326663142732,0.02334970898098416,0.007780235595282016,100000.0,{'C': 100000.0},0.721141963879494,0.7439029064022284,0.6989770555242923,0.6997695532816813,0.7270903912185303,0.7398525423467474,0.7005923458868215,0.741259719265429,0.719915251405236,0.7213890810233844,0.017254819742220134,5,0.30084060220077613,0.32881665820455186,0.3008726510430683,0.314047304838485,0.3436554546982735,0.35109223091455305,0.3029326809515129,0.3461550052791425,0.3396147662297257,0.3253363727066765,0.01965321086539597,2
